FID,lon,lat,Mass,Eruption_Start,Eruption_Duration,Last_Eruption,Elevation,FA,SHF,LAB,Curie,Magnetics,Moho,Volcano_Landform,Volcano_Type,Tectonic_Setting,Crustal_Type,Dominant_Rock
535,-90.601,14.382,0.00241,20000229,1,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
536,-90.601,14.382,0.0000324,20040612,3,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
537,-90.601,14.382,0.00262,20041223,237,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
538,-90.601,14.382,0.0000775,20050508,7,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
539,-90.601,14.382,0.00000851,20060401,3,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
540,-90.601,14.382,0.00000184,20060401,3,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
541,-90.601,14.382,0.000319,20060404,3,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
542,-90.601,14.382,0.0147,20060413,78,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
543,-90.601,14.382,0.00418,20080723,210,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
544,-90.601,14.382,0.0000515,20090124,6,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
545,-90.601,14.382,0.008,20100528,33,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
549,-161.894,55.417,0.0289,19810925,2,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
550,-161.894,55.417,0.0109,19801108,2,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
551,120.35,15.13,0.014,19910612,0,2021,1486,121,73,47,31,7,34,3,4,3,1,3
552,120.35,15.13,10.4,19910615,0,2021,1486,121,73,47,31,7,34,3,4,3,1,3
553,120.35,15.13,0.0104,19920709,114,2021,1486,121,73,47,31,7,34,3,4,3,1,3
554,-98.622,19.023,0.000626,19941221,12,2024,5393,68,103,39,23,24,39,3,4,3,1,1
555,-98.622,19.023,0.00118,19950102,70,2024,5393,68,103,39,23,24,39,3,4,3,1,1
556,-72.117,-40.59,0.51,20110604,1,2012,2236,49,181,47,25,15,40,3,4,3,1,1
557,-72.117,-40.59,0.13,20110607,0,2012,2236,49,181,47,25,15,40,3,4,3,1,1
558,-72.117,-40.59,0.028,20110607,0,2012,2236,49,181,47,25,15,40,3,4,3,1,1
559,-72.117,-40.59,0.163,20110615,10,2012,2236,49,181,47,25,15,40,3,4,3,1,1
560,152.1937,-4.2459,0.04,19940919,209,2014,688,58,35,51,18,40,31,1,1,3,1,3
561,152.1937,-4.2459,0.312,19940919,2,2014,688,58,35,51,18,40,31,1,1,3,1,3
562,152.1937,-4.2459,0.2,20061007,0,2014,688,58,35,51,18,40,31,1,1,3,1,3
563,152.1937,-4.2459,0.00079,19940930,26,2014,688,58,35,51,18,40,31,1,1,3,1,3
564,153.25,48.292,0.439,20190621,0,2019,551,56,86,65,26,46,23,3,4,3,3,2
565,120.5302,-8.637,0.013,19880110,13,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
566,120.5302,-8.637,0.0169,19880123,33,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
567,120.5302,-8.637,0.0065,19880114,8,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
568,120.5302,-8.637,0.00598,19880123,33,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
569,114.056,-8.119,0.195,20150620,54,2022,3260,113,37,67,35,-7,30,3,4,3,1,1
570,-152.742,60.485,0.00075,19891214,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
571,-152.742,60.485,0.0253,19891215,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
572,-152.742,60.485,0.0005,19891219,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
573,-152.742,60.485,0.0505,19900103,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
574,-152.742,60.485,0.0144,19900108,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
575,-152.742,60.485,0.0081,19900117,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
576,-152.742,60.485,0.0249,19900215,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
577,-152.742,60.485,0.0048,19900121,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
578,-152.742,60.485,0.00775,19900224,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
579,-152.742,60.485,0.004,19900228,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
580,-152.742,60.485,0.00905,19900305,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
581,-152.742,60.485,0.00595,19900309,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
582,-152.742,60.485,0.0062,19900314,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
583,-152.742,60.485,0.0051,19900323,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
584,-152.742,60.485,0.00635,19900329,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
585,-152.742,60.485,0.0055,19900407,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
586,-152.742,60.485,0.0063,19900415,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
587,-152.742,60.485,0.00345,19900421,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
588,-152.742,60.485,0.0096,20090323,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
589,-152.742,60.485,0.0044,20090323,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
590,-152.742,60.485,0.0151,20090324,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
591,-152.742,60.485,0.0046,20090326,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
592,-152.742,60.485,0.0132,20090327,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
593,-152.742,60.485,0.0078,20090404,0,2009,3108,63,76,53,35,122,38,3,4,3,1,1
594,-152.742,60.485,0.078,19891221,11,2009,3108,63,76,53,35,122,38,3,4,3,1,1
595,-152.742,60.485,0.039,19900102,43,2009,3108,63,76,53,35,122,38,3,4,3,1,1
596,-152.742,60.485,0.0078,19900215,6,2009,3108,63,76,53,35,122,38,3,4,3,1,1
597,-152.742,60.485,0.0078,19900221,3,2009,3108,63,76,53,35,122,38,3,4,3,1,1
598,-152.742,60.485,0.0078,19900224,4,2009,3108,63,76,53,35,122,38,3,4,3,1,1
599,-152.742,60.485,0.0078,19900228,4,2009,3108,63,76,53,35,122,38,3,4,3,1,1
600,-152.742,60.485,0.0078,19900304,5,2009,3108,63,76,53,35,122,38,3,4,3,1,1
601,-152.742,60.485,0.0078,19900309,5,2009,3108,63,76,53,35,122,38,3,4,3,1,1
602,-152.742,60.485,0.0078,19900415,6,2009,3108,63,76,53,35,122,38,3,4,3,1,1
603,-77.656,-0.077,0.2,20021103,0,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
604,-77.656,-0.077,0.0684,20021109,9,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
605,-77.656,-0.077,0.0169,20021118,5,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
606,-77.656,-0.077,0.0172,20041121,8,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
607,-77.656,-0.077,0.0146,20050402,9,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
608,-77.656,-0.077,0.0187,20050518,10,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
609,-77.656,-0.077,0.00156,20050719,4,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
610,-77.656,-0.077,0.00026,20050914,7,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
611,-77.656,-0.077,0.0367,20080728,8,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
612,-77.656,-0.077,0.00494,20091002,5,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
613,175.57,-39.28,0.006,19960616,1,2007,2797,6,78,63,32,10,34,3,4,3,1,1
614,-91.552,14.757,0.312,20000000,3288,2024,3745,54,291,38,19,23,33,3,4,3,1,3
615,161.36,56.653,0.0103,19800915,30,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
616,161.36,56.653,0.00696,19801015,18,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
617,161.36,56.653,0.00768,19801102,123,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
618,161.36,56.653,0.011,19810305,186,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
619,161.36,56.653,0.0487,19930404,19,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
620,161.36,56.653,0.102,19930423,34,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
621,161.36,56.653,0.0607,19930527,157,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
622,161.36,56.653,0.0278,19931031,137,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
623,161.36,56.653,0.0679,19940317,116,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
624,161.36,56.653,0.0679,19940711,110,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
625,161.36,56.653,0.0218,19941029,73,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
626,161.36,56.653,0.00072,19950110,27,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
627,161.36,56.653,0.019,19950206,2312,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
628,161.36,56.653,0.0127,20010606,42,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
629,161.36,56.653,0.0312,20010718,21,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
630,161.36,56.653,0.0146,20010808,70,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
631,161.36,56.653,0.0571,20011017,77,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
632,161.36,56.653,0.00216,20040621,2,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
633,161.36,56.653,0.00024,20040728,41,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
634,161.36,56.653,0.0352,20050312,23,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
635,161.36,56.653,0.000504,20050404,23,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
636,161.36,56.653,0.0969,20070702,63,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
637,-163.97,54.756,0.0364,19990419,0,2023,2857,63,65,64,26,77,29,3,4,3,1,2
638,-91.17,-0.83,0.405,20051022,9,2018,1124,21,104,20,10,-6,15,4,3,2,2,2
639,-91.17,-0.83,0.423,20180626,59,2018,1124,21,104,20,10,-6,15,4,3,2,2,2
640,98.392,3.17,0.0006,20131218,2,2021,2460,30,94,47,26,13,38,3,4,3,1,1
641,98.392,3.17,0.00155,20131221,7,2021,2460,30,94,47,26,13,38,3,4,3,1,1
642,98.392,3.17,0.00335,20131228,5,2021,2460,30,94,47,26,13,38,3,4,3,1,1
643,98.392,3.17,0.0025,20140102,6,2021,2460,30,94,47,26,13,38,3,4,3,1,1
644,98.392,3.17,0.00065,20140113,3,2021,2460,30,94,47,26,13,38,3,4,3,1,1
645,98.392,3.17,0.000775,20140116,1,2021,2460,30,94,47,26,13,38,3,4,3,1,1
646,98.392,3.17,0.004,20140117,3,2021,2460,30,94,47,26,13,38,3,4,3,1,1
647,98.392,3.17,0.0075,20140206,2,2021,2460,30,94,47,26,13,38,3,4,3,1,1
648,98.392,3.17,0.02,20140225,5,2021,2460,30,94,47,26,13,38,3,4,3,1,1
649,98.392,3.17,0.00156,20140720,8,2021,2460,30,94,47,26,13,38,3,4,3,1,1
650,-62.18,16.72,0.861,19951115,846,2013,915,37,90,83,7,33,25,3,4,3,2,1
651,-62.18,16.72,0.874,19991127,1339,2013,915,37,90,83,7,33,25,3,4,3,2,1
652,-62.18,16.72,0.733,20050801,627,2013,915,37,90,83,7,33,25,3,4,3,2,1
653,-62.18,16.72,0.192,20091009,125,2013,915,37,90,83,7,33,25,3,4,3,2,1
654,-152.251,61.299,0.0312,19920627,0,1992,3374,-6,69,51,37,-10,35,3,4,3,1,1
655,-152.251,61.299,0.0366,19920819,0,1992,3374,-6,69,51,37,-10,35,3,4,3,1,1
656,-152.251,61.299,0.0392,19920917,0,1992,3374,-6,69,51,37,-10,35,3,4,3,1,1
657,-122.18,46.2,0.259,19800518,0,2008,2549,20,44,42,28,12,36,3,4,3,1,3
658,-122.18,46.2,0.415,19800518,0,2008,2549,20,44,42,28,12,36,3,4,3,1,3
659,-122.18,46.2,0.0433,19800525,1,2008,2549,20,44,42,28,12,36,3,4,3,1,3
660,-122.18,46.2,0.058,19800613,0,2008,2549,20,44,42,28,12,36,3,4,3,1,3
661,-122.18,46.2,0.012,19800723,0,2008,2549,20,44,42,28,12,36,3,4,3,1,3
662,-122.18,46.2,0.0663,19801018,425,2008,2549,20,44,42,28,12,36,3,4,3,1,3
663,-122.18,46.2,0.084,19820300,746,2008,2549,20,44,42,28,12,36,3,4,3,1,3
664,-122.18,46.2,0.0502,19840400,934,2008,2549,20,44,42,28,12,36,3,4,3,1,3
665,-122.18,46.2,0.246,20041011,1187,2008,2549,20,44,42,28,12,36,3,4,3,1,3
666,15.213,38.789,0.000125,20030405,0,2024,924,53,63,59,23,-36,30,3,4,3,1,5
667,41.83,15.55,0.0476,20070930,260,2008,244,5,161,23,11.5,-158,23,3,4,2,2,4
668,160.326,55.832,0.541,20121127,16,2013,3611,18,59,45,22.5,500,34,4,3,3,1,2
669,160.326,55.832,0.999,20121214,264,2013,3611,18,59,45,22.5,500,34,4,3,3,1,2
670,-78.442,-1.467,0.00615,20010904,15,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
671,-78.442,-1.467,0.0847,20060816,0,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
672,-78.442,-1.467,0.0041,20110420,10,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
673,-78.442,-1.467,0.00292,20130714,0,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
674,-78.442,-1.467,0.00696,20140201,0,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
676,-71.93,-39.42,0.0014,20150303,0,2024,2847,38,121,47,24,6,41,3,4,3,1,2
677,-164.65,54.516,0.218,19911129,47,1992,1563,102,68,64,29,500,27,3,4,3,1,2
678,-91.35,0.02,0.142,19820828,9,2022,1710,-31,109,18,9,-55,15,4,3,2,2,2
679,-91.35,0.02,0.235,20150525,37,2022,1710,-31,109,18,9,-55,15,4,3,2,2,2
680,145.037,-4.08,0.000132,19740304,9381,2024,1807,26,61,34,17,44,30,3,4,3,1,2
681,-153.435,59.3626,0.000439,20060117,0,2006,1218,25,62,53,33,217,39,3,5,3,1,1
682,130.217,30.443,0.000442,20150529,21,2020,657,25,484,40,18,-5,25,3,4,3,2,1
683,-84.703,10.463,0.00048,19680729,15480,2010,1670,72,16,41,20.5,22,37,3,4,3,1,1
684,-62.18,16.72,0.00048,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
685,-168.03,53.93,0.000528,20161220,253,2017,150,48,97,53,26.5,155,27,3,4,3,3,5
686,-62.18,16.72,0.00072,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
687,-103.62,19.514,0.000864,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
688,-62.18,16.72,0.00096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
689,-62.18,16.72,0.00096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
690,-103.62,19.514,0.00108,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
691,124.737,1.112,0.00144,20070616,146,2020,1785,93,49,40,30,20,30,3,4,3,1,1
692,124.737,1.112,0.00147,20070616,146,2020,1785,93,49,40,30,20,30,3,4,3,1,1
693,124.737,1.112,0.00182,20080606,149,2020,1785,93,49,40,30,20,30,3,4,3,1,1
694,-103.62,19.514,0.0019,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
695,-103.62,19.514,0.00192,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
696,-62.18,16.72,0.00192,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
697,-103.62,19.514,0.00216,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
698,-84.703,10.463,0.00216,19680729,15480,2010,1670,72,16,41,20.5,22,37,3,4,3,1,1
700,160.595,55.972,0.0024,20040113,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
701,160.595,55.972,0.0024,20030726,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
702,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
703,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
704,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
705,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
706,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
707,-62.18,16.72,0.0024,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
708,-122.18,46.2,0.0024,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
709,-122.18,46.2,0.0024,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
710,-78.442,-1.467,0.00293,20111127,1571,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
711,-78.442,-1.467,0.00415,20111127,1571,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
712,-62.18,16.72,0.00456,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
713,160.595,55.972,0.0048,20091216,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
714,-62.18,16.72,0.006,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
715,-62.18,16.72,0.00624,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
716,-103.62,19.514,0.00653,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
717,160.595,55.972,0.0072,20070819,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
718,-62.18,16.72,0.0072,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
719,-62.18,16.72,0.0072,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
720,160.642,56.056,0.0072,19941001,0,2023,4754,14,58,44,22,500,32,3,4,3,1,2
721,-122.18,46.2,0.0072,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
722,-122.18,46.2,0.0072,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
723,112.922,-8.108,0.0084,19670831,15786,2024,3657,161,23,75,35,-63,30,3,4,3,1,1
724,-62.18,16.72,0.0084,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
725,-62.18,16.72,0.0096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
726,-62.18,16.72,0.0096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
727,-62.18,16.72,0.0096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
728,-122.18,46.2,0.0096,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
729,160.595,55.972,0.012,20060509,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
730,160.595,55.972,0.012,20010806,4,2024,2882,13,58,44,22,500,33,3,4,3,1,1
731,123.685,13.257,0.012,20010108,212,2024,2462,78,41,44,15,0,25,3,4,3,1,1
732,-62.18,16.72,0.012,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
733,-62.18,16.72,0.012,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
734,145.037,-4.08,0.012,19740304,9381,2024,1807,26,61,34,17,44,30,3,4,3,1,2
735,112.922,-8.108,0.0132,19670831,15172,2024,3657,161,23,75,35,-63,30,3,4,3,1,1
736,-62.18,16.72,0.0144,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
737,124.737,1.112,0.0148,20080606,149,2020,1785,93,49,40,30,20,30,3,4,3,1,1
738,112.922,-8.108,0.0149,19670831,15172,2024,3657,161,23,75,35,-63,30,3,4,3,1,1
739,112.922,-8.108,0.0151,19670831,15172,2024,3657,161,23,75,35,-63,30,3,4,3,1,1
740,-62.18,16.72,0.0154,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
741,-152.742,60.485,0.0168,19891214,188,2009,3108,63,76,53,35,122,38,3,4,3,1,1
742,151.33,-5.05,0.018,19851117,5,2023,2334,94,9,47,18,-45,28,3,4,3,1,2
744,-62.18,16.72,0.021,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
745,160.595,55.972,0.0216,19931021,8,2024,2882,13,58,44,22,500,33,3,4,3,1,1
746,-152.742,60.485,0.024,19891214,188,2009,3108,63,76,53,35,122,38,3,4,3,1,1
747,160.595,55.972,0.024,19810612,2,2024,2882,13,58,44,22,500,33,3,4,3,1,1
748,-122.18,46.2,0.024,19800327,2406,2008,2549,20,44,42,28,12,36,3,4,3,1,3
749,108.058,-7.25,0.0288,19820405,278,1984,2168,117,93,72,30,150,32,3,4,3,1,2
750,-62.18,16.72,0.0295,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
751,-67.73,-23.37,0.0312,19930130,198,2023,5592,82,175,83,29,10,56,3,4,3,1,1
752,160.595,55.972,0.0336,19841013,2,2024,2882,13,58,44,22,500,33,3,4,3,1,1
753,-62.18,16.72,0.0343,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
754,160.595,55.972,0.036,19970508,1,2024,2882,13,58,44,22,500,33,3,4,3,1,1
755,160.595,55.972,0.0384,19861217,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
756,160.595,55.972,0.0408,20071105,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
757,-75.324,4.892,0.0408,19850911,2131,2024,5279,30,141,168,27,27,46,3,4,3,1,1
758,160.595,55.972,0.0432,20070511,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
759,160.595,55.972,0.0432,19900309,1,2024,2882,13,58,44,22,500,33,3,4,3,1,1
760,160.595,55.972,0.0458,19800418,1,2024,2882,13,58,44,22,500,33,3,4,3,1,1
761,160.595,55.972,0.048,20071014,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
762,-78.442,-1.467,0.0528,19991005,3564,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
763,160.595,55.972,0.0552,20100531,0,2024,2882,13,58,44,22,500,33,3,4,3,1,1
764,-62.18,16.72,0.06,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
765,-62.18,16.72,0.0672,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
766,112.314,-7.935,0.0696,19910210,31,2014,1730,111,22,76,34,-31,32,3,4,3,1,1
767,123.685,13.257,0.072,19840909,27,2024,2462,78,41,44,15,0,25,3,4,3,1,1
768,-78.442,-1.467,0.085,19991005,3564,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
769,110.446,-7.54,0.0871,20101026,13,2024,2910,103,65,77,28,23,35,3,4,3,1,1
770,160.595,55.972,0.0888,19850630,1,2024,2882,13,58,44,22,500,33,3,4,3,1,1
771,-62.18,16.72,0.096,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
772,-62.18,16.72,0.108,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
773,-152.742,60.485,0.115,19891214,188,2009,3108,63,76,53,35,122,38,3,4,3,1,1
774,-93.2297,17.3602,0.12,19820328,167,1982,1150,58,42,66,30,-19,34,3,5,3,1,5
775,-77.656,-0.077,0.132,20021103,0,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
776,-72.618,-41.33,0.146,20150422,1,2015,1974,35,136,47,26,4,38,3,4,3,1,1
777,-175.508,52.177,0.168,20080807,2,2008,314,174,82,55,27.5,103,19,3,4,3,3,2
779,98.392,3.17,0.218,20130915,1810,2021,2460,30,94,47,26,13,38,3,4,3,1,1
780,-153.435,59.3626,0.264,19860327,157,2006,1218,25,62,53,33,217,39,3,5,3,1,1
781,160.32,55.131,0.353,20101111,395,2013,2334,128,46,47,23.5,-487,33,3,4,3,1,1
782,-62.18,16.72,0.504,19950718,3004,2013,915,37,90,83,7,33,25,3,4,3,2,1
784,120.35,15.13,12.3,19910402,153,2021,1486,121,73,47,31,7,34,3,4,3,1,3
785,-103.62,19.514,0.00036,19971031,4981,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
786,-103.62,19.514,0.00036,19971031,4981,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
787,-168.03,53.93,0.000576,20161220,255,2017,150,48,97,53,26.5,155,27,3,4,3,3,5
788,-168.03,53.93,0.00072,20161220,255,2017,150,48,97,53,26.5,155,27,3,4,3,3,5
789,110.446,-7.54,0.00113,20180511,770,2024,2910,103,65,77,28,23,35,3,4,3,1,1
790,160.595,55.972,0.00331,20030726,5,2024,2882,13,58,44,22,500,33,3,4,3,1,1
791,-67.73,-23.37,0.0036,19871116,875,2023,5592,82,175,83,29,10,56,3,4,3,1,1
792,-103.62,19.514,0.00458,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
793,98.392,3.17,0.0048,20130915,1810,2021,2460,30,94,47,26,13,38,3,4,3,1,1
794,125.407,2.781,0.0048,20100806,130,2023,1797,52,58,34,17,4,24,3,4,3,2,1
795,-103.62,19.514,0.00504,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
796,-103.62,19.514,0.00514,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
797,160.595,55.972,0.00576,20080711,42,2024,2882,13,58,44,22,500,33,3,4,3,1,1
798,-98.622,19.023,0.00578,19960305,2812,2024,5393,68,103,39,23,24,39,3,4,3,1,1
799,-122.18,46.2,0.00672,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
800,-153.435,59.3626,0.00691,20051209,143,2006,1218,25,62,53,33,217,39,3,5,3,1,1
801,-78.598,-0.171,0.0072,19980807,1023,2002,4784,166,77,61,25,-24,49,3,4,3,1,1
802,160.595,55.972,0.00744,20070510,224,2024,2882,13,58,44,22,500,33,3,4,3,1,1
803,98.392,3.17,0.00768,20130915,1810,2021,2460,30,94,47,26,13,38,3,4,3,1,1
804,-152.742,60.485,0.0096,19891214,41,2009,3108,63,76,53,35,122,38,3,4,3,1,1
805,-71.857,-15.787,0.0103,20161106,2035,2024,5960,110,159,64,38,42,60,3,4,3,1,1
806,160.595,55.972,0.0119,20040114,397,2024,2882,13,58,44,22,500,33,3,4,3,1,1
807,110.446,-7.54,0.012,20101026,629,2024,2910,103,65,77,28,23,35,3,4,3,1,1
808,120.5302,-8.637,0.012,19871228,478,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
809,-122.18,46.2,0.0154,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
810,-98.622,19.023,0.0166,19960305,2812,2024,5393,68,103,39,23,24,39,3,4,3,1,1
811,-77.37,1.22,0.0202,20081021,441,2014,4276,170,172,89,27,-28,45,3,2,3,1,1
812,-122.18,46.2,0.0252,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
813,160.595,55.972,0.0305,19950916,22,2024,2882,13,58,44,22,500,33,3,4,3,1,1
814,-122.18,46.2,0.035,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
815,-122.18,46.2,0.0444,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
816,-122.18,46.2,0.053,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
817,-122.18,46.2,0.0588,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
